section_one,section_two,label
"Its shares fell 71 cents , or 3.5 percent , in after-hours trading to $ 19.55 .","The stock had risen 63 cents , or 3 percent , to close at $ 20.26 in regular-session Nasdaq trading .",0
"Last week , his lawyers asked Warner to grant clemency under conditions that would have lead to a new sentencing hearing .","Last week , his lawyers asked Gov. Mark R. Warner to grant clemency , but the governor declined to intervene .",0
"The technology-laced Nasdaq Composite Index rose 4.64 points , or 0.27 percent , to 1,735.34 , according to the latest available data .","The broader Standard & Poor 's 500 Index .SPX climbed 17.08 points , or 1.74 percent , to 998.68 .",0
"Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote , while the independent Dragan Hajdukovic got 4 percent .","A pro-independence radical , Miodrag Zivkovic , of the Liberal Alliance , came in second with 31 percent of the vote .",0
"The first trial of a suspect in last year 's Bali nightclub bombings that killed more than 200 people opened in Indonesia today , Sky News reported .",One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security .,0
"The blue-chip Dow Jones industrial average .DJI was down 63.09 points , or 0.68 percent , at 9,270.70 .","In the first hour of trading , the Dow Jones industrial average was up 12.98 , or 0.1 percent , at 9,346.77 .",0
Shaklee spokeswoman Jenifer Thompson said the company is continuing to work with authorities .,Shaklee spokeswoman Jenifer Thompson referred all calls to the FBI .,0
""" Accordingly , there needs to be more on the horizon than simply winning a war against terrorism .",""" There must be more on the horizon than simply winning a war against terrorism , "" namely , a "" promise of a better and fairer world . """,0
"At 5 p.m. EDT , the center of Hurricane Fabian was located near latitude 15.7 north , longitude 45.2 west or about 1,075 miles east of the Lesser Antilles .","At 5 p.m. EDT , Grace 's center was near latitude 25.6 north , longitude 93.7 west or about 280 miles east-southeast of Corpus Christi .",0
"Californias rate was 6.4 percent , down from a revised 6.7 percent in August and also down from the 6.7 percent posted in September 2002 .","The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .",0
The movie opens this weekend and the companion game has been on sale since late last month .,The movie opened over the weekend in the number one spot and the companion game has been on sale since late last month .,0
A spokesman for the U.S. Attorney 's Office was not available for comment .,A spokesman for the United States Attorney 's office in Manhattan had no comment .,0
The Foreign Office says that Heaton is in detention but has not yet been charged with any offence .,"The Foreign Office said Heaton was in Saudi detention but had not been charged , and that consul officials had visited him on Thursday .",0
"The nine states are Alaska , Arizona , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .","So far , eight states have laws legalizing marijuana for patients with physician recommendations : Alaska , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .",0
""" We do not use service members as guinea pigs , "" William Winkenwerder , assistant secretary of defense for health affairs , told a Pentagon briefing .",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs .",0
"The broader Standard & Poor 's 500 Index edged up 1.01 points , or 0.1 percent , at 1,012.67 .","But the technology-laced Nasdaq Composite Index was up 5.91 points , or 0.35 percent , at 1,674.35 .",0
She said the store ordered 520 copies and reserved another 300 .,"In one Johannesburg store , 900 copies have been ordered .",0
"The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .","The Dow Jones rose 41.61 points Friday , a gain of 0.4 % for the day and 0.7 % for the week .",0
""" This is very serious , "" said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention .","We 're seeing some very high levels of widespread flu infections in some places , "" said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention .",0
"Shelley 's office reported Friday that 575,926 signatures have been reported to him .","Shelley 's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far .",0
"Arguing that the case was an isolated example , Canada has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .","Canada which is a major meat exporter to Japan , has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .",0
The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004 .,The group expects to roll out the first products by the second half of 2004 .,0
"The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .","The unemployment rate in San Joaquin County dipped last month to 8.5 percent , down nearly a full percentage point from August .",0
AMD 's chip sales jumped 7 percent year-on-year to $ 402 million .,"Second-quarter sales grew 7 percent , to $ 645 million from $ 600 million in 2002 .",0
"Responding , Edward Skyler , a spokesman for the mayor , said later : "" The comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts .","Jordan Barowitz , a spokesman for Republican Mayor Michael Bloomberg said : "" The Comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts . """,0
The American conservatives are clearly in the minority within the Episcopal Church .,The letter indicates the Vatican 's interest in bolstering conservatives within the Episcopal Church .,0
It has a margin of error of plus or minus 4 percentage points .,That poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points .,0
Representatives of its tribal and ethnic groups named a cross section of residents yesterday to run municipal affairs alongside the US military .,Representatives of its tribal and ethnic groups named a cross-section of residents yesterday to run municipal affairs alongside the U.S. military until elections can be held .,0
Local police authorities are treating the explosion as a criminal matter and nothing has been ruled out .,Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter .,0
Dos Reis is scheduled to be sentenced in Danbury Superior Court this morning on charges of first-degree manslaughter and second-degree sexual assault .,Saul Dos Reis is scheduled to be sentenced in Danbury Superior Court for the death of Christina Long .,0
Shiite Muslims account for about a third of Quetta 's of 1.2 million people .,About 80 percent of Pakistan 's 140 million people are Sunnis .,0
"About 24 percent of men who took placebo , or 1,147 men , developed prostate cancer .","The researchers found that 18 percent of the men who took finasteride , or 803 men , developed prostate cancer .",0
Friends said Frank Riva worked in construction in Manhattan and recently helped his son get into the construction workers union .,"Riva had recently helped his son , Frank Riva Jr . , get into a construction workers ' union and land a job .",0
A panel of the 9th US Circuit Court of Appeals upheld California 's assault weapons ban in a 2-1 ruling last December .,The December decision by the 9th U.S. Circuit Court of Appeals upheld California 's law banning certain assault weapons and revived the national gun-ownership debate .,0
"Cardenas and Estrada , who is on trial for economic plunder , have denied any involvement .","Mr Estrada , who is in prison , has denied any involvement in the mutiny .",0
"The MPx200 , which will sell for $ 299.99 , is now available through AT & T Wireless ' mMode service .",The phone is available for $ 299.99 with any compatible AT & T Wireless service plan .,0
"The government identified the alleged hijackers as Francisco Lamas Carón , 29 , Luis Alberto Suarez Acosta , 22 , and Yosvani Martínez Acosta , 27 .","The ministry said the hijackers Francisco Lamas Caron , 29 ; Luis Alberto Suarez Acosta , 22 ; and Yosvani Martinez Acosta , 27 , shot themselves for unknown reasons .",0
""" I do not wish to be present during this witness , "" he told Stanislaus County Superior Court Judge Al Girolami .",""" Yes , I do not wish to be present during this witness , "" Peterson , 31 , calmly told the judge as he was returned to his cell .",0
"The Satellite 's 17-inch panel offers a maximum resolution of 1,440 by 900 pixels , Toshiba said .","The new P25-S507 sports a 17-inch display with a resolution of 1,440 pixels by 900 pixels the same as Apples PowerBook .",0
"The average American makes four trips a day , 45 percent for shopping or errands .",Nearly half - 45 percent - are for shopping or running errands .,0
"The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles , R-Oklahoma .",The key vote Thursday was on a provision that temporarily eliminates the dividend tax .,0
"Because of that , the family had kept him from the home over the objections of the grandmother , police said .","Because of that , the family had run him out of the house over the objections of the grandmother and he was living on the street .",0
"She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .","And she has a boyfriend , officials said : Sgt. Ruben Contreras , who sat with her family today .",0
It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre .,"And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre .",0
His coalition also passed some of the world 's most progressive laws in legalizing gay marriage and euthanasia and decriminalizing the personal use of soft drugs .,"The coalition passed some of the world 's most progressive social legislation , legalising gay marriage and euthanasia .",0
Revenue in the most-recent quarter rose 5.4 percent to $ 45.9 billion .,Revenue rose 5.4 percent to $ 45.9 billion from $ 43.6 billion a year ago .,0
"If Poland , Spain and Germany were prepared to make concessions in Brussels , the basis for a deal could be found .",""" Poland , Spain and Germany , were ready to talk about a deal , "" he said .",0
"Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining , describing and indexing information contained in the database .","DB2 Cube Views automates the process of creating metadata by defining , describing , and indexing information in a database .",0
The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest .,"Razali Ismail met for 90 minutes with Suu Kyi , a 1991 winner of the Nobel Peace Prize , at her lakeside home , where she is under house arrest .",0
And the First Amendment doesn 't say that the free exercise of religion is allowed — except in government buildings .,The amendment deals with the free exercise of religion versus the government establishment of a religion .,0
"The victim , who was also not identified , was taken to Kings County Hospital in "" extremely critical "" condition , Czartoryski said .","The shooting victim was taken to Kings County Hospital Center , where he later died , the police said .",0
"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,0
The Chelsea defender Marcel Desailly has been the latest to speak out .,"Marcel Desailly , the France captain and Chelsea defender , believes the latter is true .",0
"In March , 67 percent connected through cable , up from 63 percent a year earlier .","By March 2003 , 67 percent of broadband users connected using cable modems , compared with 28 percent using D.S.L.",0
"Close behind was India , 14.3 percent , followed by Thailand and the Philippines .","The largest supplier of medicines was Canada , followed by India , Thailand and the Philippines .",0
"Andrew Sugden , an evolutionary biology expert and international managing editor of Science , described the find as a "" milestone . . . this research has broken the size barrier for rodents "" .","Andrew Sugden , an evolutionary biology expert and the international managing editor of Science , described the find as a "" milestone "" .",0
The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot .,"The 4th U.S. Circuit Court of Appeals in Richmond , Va . , released the edited transcript of a closed hearing June 3 , which followed a public proceeding .",0
"The broader Standard & Poor 's 500 Index .SPX dropped 9.90 points , or 0.99 percent , to 988.61 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0
The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows .,France has a unique unemployment fund for artists that takes into account their downtime between shows .,0
"By 2040 , the county 's population is expected to be 985,066 , compared to the 2000 population of 860,454 .","Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .",0
"Italian Prime Minister Silvio Berlusconi , whose country holds the rotating EU presidency , said he was prepared to call another meeting of leaders next month .","Italian Prime Minister Silvio Berlusconi , chairing the summit , said he was prepared to call an extra informal meeting of leaders next month on the constitution if necessary .",0
"But Islamic Jihad 's main leadership in the Gaza Strip disowned the bombing , saying the group was still committed to the ceasefire .",The group 's leadership in Gaza insisted on Tuesday that it was still committed to the ceasefire .,0
"Cox said state police would still help his office in the investigation , but Sturdivant would not be involved .","On Friday , authorities had said the state police would head the investigation .",0
Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,Shinseki 's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,0
The total number of new cases in China was fewer than 100 for the third day in a row .,"On Monday , the number of SARS cases in China passed 5,000 , hitting a total of 5,013 .",0
"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement : "" We had a big contract negotiation .","The show 's creator and executive producer , Phil Rosenthal , quipped in a statement : "" We had a big contract negotiation .",0
Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded .,State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured .,0
"I 've still got a fighting chance , though , "" Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .",""" I 'm still not red-hot favourite , "" Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 ( 7-5 ) on centre court .",0
He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully .,But the North Korean nuclear crisis has dominated his time in office .,0
""" Everything was decided in advance , "" said one of the men , Thierry Falise , a Belgian photographer , as he arrived in Bangkok .",""" It was a total mockery of justice , a parody , "" said Thierry Falise , a Belgian photographer , as he arrived here .",0
"Likewise , the 30-year bond < US30YT = RR > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .","The 30-year bond US30YT = RR jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",0
"The benchmark 10-year note US10YT = RR slipped 16 / 32 in price , sending its yield to 4.48 percent from 4.42 percent late on Thursday .",The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .,0
That package included increases to both the city 's sales and income taxes .,He also objects to the sales and personal income tax increases in the package .,0
"When asked where the weapons were , Rice said : ' ' This is a program that was built for concealment .",""" The fact is , this was a program that was built for concealment .",0
"United Nations inspectors have discovered traces of highly enriched uranium near an Iranian nuclear facility , heightening worries that the country may have a secret nuclear weapons program .","NITED NATIONS , Aug. 26 International inspectors have found traces of highly enriched uranium at an Iranian facility , according to a new confidential report distributed today .",0
Nelson had received a technical foul with 2 : 46 to go in the first quarter .,Nelson stared down referee Joey Crawford during a timeout with 2 : 46 left in the first quarter and San Antonio leading 26-16 .,0
Shares of Coke closed New York Stock Exchange trading Thursday at $ 44.01 .,"In morning trading on the New York Stock Exchange , Coca-Cola shares were down 34 cents at $ 43.67 .",0
A federal judge ruled that the monument violated the law and ordered it removed .,The federal courts have ruled that the monument violates the constitutional ban against state-established religion .,0
The appeals court hearing comes at a sensitive time for Microsoft .,The appeals court has generally proved a favorable venue for Microsoft .,0
"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers .",0
"Only 66 years old , Brooks was killed on Monday , Aug. 11 , 2003 in an automobile accident in his native Minnesota .","When Brooks was killed in an automobile accident Monday in Minnesota , Taylor lost a good friend .",0
"Prince is replacing Sanford "" Sandy "" Weill , who will remain Citigroup 's chairman .","Prince , who heads Citigroup 's global corporate and investment bank , is replacing Sanford Weill as CEO .",0
""" But the First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court .",""" The First Amendment does not shield fraud , "" Justice Ruth Bader Ginsburg wrote for the court in Madigan v. Telemarketing Associates , No. 01-1806 .",0
Cubs manager Dusty Baker sees his slugger struggling .,""" Tonight he was an offensive catcher , "" Cubs manager Dusty Baker said .",0
"Without comment , the court declined to hear suspended Alabama Chief Justice Roy Moore 's appeals .",The defeat for suspended Alabama Chief Justice Roy Moore was expected .,0
"The Modesto Bee and NBC were notified their calls had been intercepted , Goold said .",Journalists were not the only people notified that their phone calls had been intercepted .,0
Steverson said Williams was known as a racist who did not like Blacks .,"Steverson said Williams , who was white , was a racist .",0
Iraqi police opened fire in downtown Baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for .,"Iraqi police opened fire in downtown Baghdad Wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers , police said .",0
"Variable annuity sales were $ 4.2 billion , 82 percent higher than a year ago .",Variable annuity sales surged 82 percent to $ 4.2 billion .,0
"But U.S. administration officials moved to talk down Snow 's impact on currencies , saying his comments were not reflective of Washington 's policy and were merely an observation about the economy .",U.S. administration officials said Snow 's rate comments were not reflective of Washington 's policy and were merely an observation about the economy .,0
"The tech-heavy Nasdaq Stock Markets composite index lost the most ground , falling 16.95 points to 1,506,76 .","The Nasdaq Composite Index lost 16.95 , or 1.1 percent , to 1507.76 , its first slide in five days .",0
"UBS Warburg downgraded Altria , a Dow member , to "" neutral "" from "" buy , "" based on valuation .","It fell 0.5 percent after UBS downgraded it to "" neutral "" from "" buy , "" citing valuation .",0
The FTC has asked the court to suspend its decision while the agency appeals .,U.S. District Judge Edward W. Nottingham in Denver denied an FTC request to suspend his decision while the agency appeals .,0
"Dayton finished 24-6 last season , won the Atlantic-10 Conference championship and was a No. 4 seed in the NCAA Tournament .","That season , the Rams finished the regular season ranked 11th and were a No. 2 seed in the NCAA tournament .",0
Connecticut Attorney General Richard Blumenthal said he would fight any extension of the cable 's use .,"Meanwhile , the Connecticut attorney general , Richard Blumenthal , said he was considering legal action against Mr. Abraham 's order .",0
The 30-year bond US30YT = RR dipped 14 / 32 for a yield of 4.26 percent from 4.23 percent .,"The 30-year bond US30YT = RR lost 16 / 32 , taking its yield to 4.20 percent from 4.18 percent .",0
Shares of Coke were up 6 cents at $ 44.42 in afternoon trading Wednesday on the New York Stock Exchange .,Shares of Coke were down 26 cents to close at $ 44.10 on the New York Stock Exchange .,0
Wall Street analysts expect 2004 revenue of $ 28.15 billion .,Analysts ' average forecast was $ 4.02 per share on revenue of $ 25.56 billion .,0
"The broader Standard & Poor 's 500 Index < .SPX > eased 7.57 points , or 0.76 percent , at 990.94 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0
"Justice Clarence Thomas , joined by fellow conservative Justice Antonin Scalia , dissented .","Justice Antonin Scalia , Sandra Day O 'Connor and Clarence Thomas dissented from the ruling .",0
"The department told airlines "" the threat level to UK civil aviation interests in Kenya has increased to imminent .","Britain 's Department for Transport said ' ' the threat level to UK civil aviation interests in Kenya has increased to imminent , ' ' and suspended flights after 6 p.m. EDT .",0
Time magazine named the American soldier its Person of the Year for 2003 .,The American Soldier was first selected as Times Person of the Year during the Korean War in 1950 .,0
"Graham , a presidential candidate , was criticized by several Republicans as ' ' politicizing ' ' the report .","Graham , who co-chaired the inquiry , is a presidential candidate .",0
"The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine .","TNK-BP has six oil producing units , five refineries and 2,100 filling stations .",0
It features a 4K color screen and 40-tone polyphonic sound with exchangeable Style-Up front panels .,The Z200 features a color screen and 40-tone polyphonic sounds .,0
"Fighting has continued sporadically in the west , where it is complicated by the presence of battle-hardened Liberians on both sides .",Both are in the cocoa-growing west of the world 's top producer in a region where fighting is complicated by the presence of Liberians on both sides .,0
"The Globe reported that Smiledge hasn 't spoken with his son , Joseph Druce , in eight years .",Smiledge said he hasn 't spoken with his son in eight years and wants nothing to do with him .,0
"Sean Harrigan , president of the California Public Employees ' Retirement System , also suggested paring down the NYSE 's 27-member board , changing its composition and making it more accountable .","Sean Harrigan , president of the California Public Employees ' Retirement System , also suggested paring the NYSE 's 27-member board and allotting more seats to investors outside the securities industry .",0
The Recording Industry Association of America says it plans to sue the song traders next month .,"That is , if the Recording Industry Association of America has anything to say about it .",0
""" But that does not clear them of the obligation to do everything possible to protect civilians , and that is not what we 're seeing . """,""" But that does not clear them of the responsibility to do everything possible to minimize civilian harm . """,0
"One of the latest shootings was at a car on Sunday on I-270 , Franklin County sheriff 's Chief Deputy Steve Martin said .","A car and a house were hit in the new shootings , the chief deputy sheriff of Franklin County , Steve Martin , said .",0
"Egyptologists cast doubt Tuesday on an expedition 's claim that it may have found the mummy of Queen Nefertiti , one of the best-known ancient Egyptians .","Egyptologists think they may have identified the long-sought mummy of Queen Nefertiti , one of the ancient world 's legendary beauties .",0
But he said he had Dr Hollingworth 's legal advice that he had been denied natural justice by the church inquiry .,Senator Brandis backed Dr Hollingworth 's claims he had been denied natural justice by the Anglican Church inquiry into the claims against him .,0
"Dennehy , 21 , hasn 't been heard from in more than two weeks , and police suspect he was killed in the Waco area .","Authorities and Baylor officials say Dennehy , 21 , hasn 't been heard from in more than two weeks .",0
"The blue-chip Dow Jones industrial average .DJI climbed 179.97 points , or 2.09 percent , to 8,781.35 , ending at its highest level since mid-January .","The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .",0
Anyone with information on Lopez can call O 'Shea at 561-688-4068 or Crime Stoppers at 800-458-8477 .,Anyone with information is asked to call Detective Kevin Umphrey at 688-4163 or Crime Stoppers at ( 800 ) 458-8477 .,0
"The Institute for Supply Management 's index of nonmanufacturing activity rose unexpectedly in April , reports said .",The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March .,0
"Although obesity can increase the risk of health problems , skeptics argue , so do smoking and high cholesterol .","Although obesity can increase the risk of a host of health problems , skeptics argue , so do smoking and high cholesterol , which are not considered diseases .",0
"Foreigners board helicopters for evacuation from the European Union compound in Monrovia , Liberia , on Monday .","French troops defend a group of foreigners as they board helicopters for evacuation from the European Union compound in Monrovia , Liberia .",0
The Illinois Supreme Court dismissed the case .,The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates .,0
It was the third time in four years that wildfires forced the park to close .,"For the third time in four years wildfires closed Mesa Verde National Park , the country ’ s only park dedicated to ancient ruins .",0
"The caretaker , identified by church officials as Jorge Manzon , was believed to be among the nine missing - some of them children .","The caretaker , identified by church officials as Jorge Monzon , was believed to be among the missing , who are presumed dead .",0
Toronto yesterday had 64 probable cases of SARS and nine suspect cases .,"As of Wednesday , there were 65 probable SARS cases in the Toronto region .",0
"Broomhead , 34 , was assigned to the 2nd Squadron , 3rd Armored Cavalry Regiment .","Quinn was assigned to the 3rd Armored Cavalry Regiment , based in Fort Carson , Colo .",0
"Whoever is selected will report directly to Robert Liscouski , the assistant secretary of homeland security for infrastructure protection .","The NCSD has about 60 employees , Robert Liscouski , the assistant secretary of homeland security for infrastructure protection , said at a briefing today .",0
Heatley was sixth in the league in goals last season with 41 and ninth in points with 89 .,Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists .,0
July 18 : Hurlbert files a single count of felony sexual assault against Bryant .,"Bryant , 24 , has been charged with felony sexual assault .",0
"Fifty-seven percent were Hispanic , 10 % were Asian , 7 % were Black , 16 % were Caucasian , and 10 % were of other ethnicity .","Haskell said 57 percent were Hispanic , 10 percent Asian , 7 percent black and 16 percent white .",0
The Securities and Exchange Commission has also initiated an informal probe of Coke .,That federal investigation is separate from an informal inquiry by the Securities and Exchange Commission .,0
"Ebert asked Franklin , pointing to a color photo of Linda Franklin on a projection screen .",A photo of Linda Franklin 's bloodied body was shown on a large screen in the courtroom yesterday .,0
"The broad Standard & Poor 's 500 Index < .SPX > was up 8.79 points , or 0.96 percent , at 929.06 .","The technology-laced Nasdaq Composite Index < .IXIC > jumped 26 points , or 1.78 percent , to 1,516 .",0
I never organised a youth camp for the diocese of Bendigo .,"I never attended a youth camp organised by that diocese . """,0
"He had performed outside Cuba on several occasions , including shows in the US last year and in Brazil , South Africa and several European countries .","He had performed outside of Cuba on several occasions , including shows in the United States last year .",0
"The broader Standard & Poor 's 500 Index .SPX fell 3 points , or 0.30 percent , to 995 .","The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 .",0
But the signal is designed to make it more difficult for consumers to then transfer those copies to the Internet and make them available to potentially millions of others .,FCC officials said the embedded electronic signal is designed to make it more difficult for consumers to then transfer copies to the Internet .,0
The dead woman was also wearing a ring and a Cartier watch .,""" It 's a blond-haired woman wearing a Cartier watch on her wrist , "" the source said .",0
Novell is acquiring SuSe Linux in a $ 210 million cash deal subject to regulatory approval .,Linux company SuSE was today acquired by Novell in a $ 210 million all-cash deal .,0
"Andy Savage , who is representing Renee Britt , asked the jurors to "" give her a fair shake .","Andy Savage , who is representing Renee Britt , said she is undereducated and has some mental problems herself .",0
But the justices ruled that the police supervisor who repeatedly questioned Martinez did not violate his Fifth Amendment rights in doing so .,But the justices ruled that the police supervisor who repeatedly questioned Mr Martinez as he screamed in pain did not violate his Fifth Amendment rights .,0
"Leung , who faces a maximum of 50 years in prison if convicted , also told the judge that she understood her constitutional rights .","Smith , who faces a maximum 40 years in prison if convicted , is free on $ 250,000 bond .",0
"Mizuho 's ( JP : 8411 : news , chart , profile ) shares closed up 3,500 yen , or 4.8 percent , to 76,800 yen .","Mitsubishi Tokyo Financial ( JP : 8306 : news , chart , profile ) lost 2.6 percent to 444,000 yen .",0
"A 64 year-old paedophile described by police as the "" most prolific Internet groomer ever caught "" has been jailed for five years .",A PAEDOPHILE from Twickenham has been described by police as the most prolific ' internet groomer ' ever caught .,0
""" Now , the other guy , he 's ashamed of his party , "" Street said to crowd laughter .",""" The other guy , he 's ashamed of his party , and I don 't blame him .",0
"Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote while the independent Dragan Hajdukovic got four percent .","Miodrag Zivkovic , the leader of the pro-independence opposition Liberal Alliance , came in second with 31 percent of the vote .",0
"On July 10 , a team of 32 Singaporean police officers was sent to Baghdad .",In July 32 Singaporean police officers were sent to Baghdad to help train Iraqi police forces and returned home last month .,0
"A demolitions expert for JI , al-Ghozi was arrested in Manila in January 2002 .",Al-Ghozi was arrested in Manila in January 2002 while on a mission to buy explosives for bombing targets in Singapore .,0
Rumours swirled among market participants that Japan may have intervened overnight when the yen appreciated to 116 per dollar .,Rumours swirled among market participants that Japan may have stepped in overnight and in Tokyo on Friday .,0
Boeing 's board is also expected to decide at its December meeting whether to offer the airplane for sale to airlines .,It is widely expected to give Bair formal approval to offer the plane for sale to airlines .,0
"Bo Hitchcock , Levin 's attorney , declined to comment Friday .","Hitchcock has declined to comment on the case , as has Levin .",0
He also said the academy will get its own internal report next week detailing how serious the problem remains .,"The academy will get its own internal report next week and it will be made public , Rosa said .",0
Nissan North America announced yesterday that it will spend $ 250 million to expand its Smyrna assembly plant to bring production of the Pathfinder sport utility vehicle to Tennessee .,"Nissan North America Inc. said Wednesday it was moving production of the Pathfinder sport utility vehicle to Tennessee , adding 800 jobs .",0
""" It ends tonight , "" a grim Keanu Reeves announces , in the trailer for The Matrix Revolutions .",Keanu Reeves and Hugo Weaving in a scene from the motion picture The Matrix Revolutions .,0
"Klitschko said : "" I 'm excited to box in Los Angeles first and then against Lennox Lewis .",""" I am excited to be fighting in Los Angeles and on HBO , "" Klitschko said .",0
The SIA says the DRAM market is expected to grow 2.9 percent to $ 15.7 billion in 2003 and 43 percent to $ 22.5 billion in 2004 .,"The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .",0
"He said the Senate has confirmed 124 judicial nominees since Bush took office and "" I don 't see much broken . """,Mr. Daschle said the Senate had confirmed 124 judicial nominees since Mr. Bush took office .,0
"The report cites the marriage of the alleged operational commander of the Bali bombings , Mukhlas , to Farida , a "" highly cosmopolitan and well-educated young woman "" .","The report cites the marriage of the alleged operational commander of the Bali bombings , Mukhlas , as an example of how JI uses marriage to grow .",0
"Of 456 women who had experienced stress , 24 ( 5.3 % ) had developed breast cancer .","Of the unstressed women , 23 developed breast cancer and 871 did not .",0
Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths .,"On Thursday , Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier .",0
Workers ' taxable income then is reduced by that amount .,"The worker 's taxable income is reduced by that amount , saving money at tax time .",0
The ministers also intend to initiate plans for a national centre for disease control .,The health ministers also announced plans for healthy living and tobacco control strategies .,0
Metropolitan Ambulance spokesman James Howe said five people were taken to hospital and three were treated at the scene after yesterday 's incident .,"Spokesman James Howe said five children aged between 4 and 17 were taken to hospital with neck and chest injuries , while three others were treated at the scene .",0
A beauty contest to be held in Italy next week may be the first for pixel-perfect pin-ups .,A new beauty contest kicking off in Italy next week will give pixel-perfect pin-ups the chance to steal sultry Sophia 's sex-symbol status .,0
Protesters had been calling for an end to the country 's hard-line establishment and for supreme leader Khamenei 's death .,"The protesters denounced the country 's supreme leader , hard-liner Ayatollah Ali Khamenei .",0
A number of conflicting standards and media formats exist today making the digital home complex to set-up and manage .,"However , the group points to a number of conflicting standards and media formats .",0
"Some 175 million shares traded on the Big Board , a 7 percent increase from the same time a week ago .","Some 1.6 billion shares traded on the Big Board , a 17 percent increase over the three-month daily average .",0
The government defeated the rebel motion by 297 votes to 117 in the 659-seat House of Commons .,"It was defeated by 297 votes to 117 , a Government majority of 180 .",0
"Peter Smith , a planetary scientist at the University of Arizona , leads the $ 325 million Phoenix mission .","TEGA is the product of University of Arizona planetary scientist William Boynton , co-investigator on the Phoenix mission .",0
